experiment_start_time_ns,video_name,policy_name,frame_index,frame_type,key_frame,gop_id,payload_bytes,frame_pts_ms,display_deadline_ms,selected_action_name,transport_protocol,send_start_time_ns,dropped_by_policy
45628264781244,w3c_movie_300,heuristic_frame_aware,0,I,1,0,6663,0.0,91.667,HEURISTIC_TCP_BATCH,tcp,45628264850454,False
45628264781244,w3c_movie_300,heuristic_frame_aware,1,P,0,0,121,41.667,133.334,HEURISTIC_TCP_BATCH,tcp,45628348308264,False
45628264781244,w3c_movie_300,heuristic_frame_aware,2,P,0,0,92,83.333,175.0,HEURISTIC_TCP_BATCH,tcp,45628348364334,False
45628264781244,w3c_movie_300,heuristic_frame_aware,3,P,0,0,112,125.0,216.667,HEURISTIC_TCP_BATCH,tcp,45628431603804,False
45628264781244,w3c_movie_300,heuristic_frame_aware,4,P,0,0,94,166.667,258.334,HEURISTIC_TCP_BATCH,tcp,45628431638004,False
45628264781244,w3c_movie_300,heuristic_frame_aware,5,P,0,0,61,208.333,300.0,HEURISTIC_TCP_BATCH,tcp,45628514893944,False
45628264781244,w3c_movie_300,heuristic_frame_aware,6,P,0,0,61,250.0,341.667,HEURISTIC_TCP_BATCH,tcp,45628514931744,False
45628264781244,w3c_movie_300,heuristic_frame_aware,7,P,0,0,49,291.667,383.334,HEURISTIC_TCP_BATCH,tcp,45628598267694,False
45628264781244,w3c_movie_300,heuristic_frame_aware,8,P,0,0,41,333.333,425.0,HEURISTIC_TCP_BATCH,tcp,45628598317554,False
45628264781244,w3c_movie_300,heuristic_frame_aware,9,P,0,0,39,375.0,466.667,HEURISTIC_TCP_BATCH,tcp,45628681613724,False
45628264781244,w3c_movie_300,heuristic_frame_aware,10,P,0,0,35,416.667,508.334,HEURISTIC_TCP_BATCH,tcp,45628681671054,False
45628264781244,w3c_movie_300,heuristic_frame_aware,11,P,0,0,28,458.333,550.0,HEURISTIC_TCP_BATCH,tcp,45628764949404,False
45628264781244,w3c_movie_300,heuristic_frame_aware,12,P,0,0,131,500.0,591.667,HEURISTIC_TCP_BATCH,tcp,45628765000614,False
