content_type,file_size_bytes,chunk_size_bytes,message_size_bytes,interarrival_ms,change_rate,freshness_budget_ms,rtt_ms,bandwidth_mbps,delayed_ack_ms,generation_gap_ms,sample_messages,message_size,inter_arrival_time,queue_size,elapsed_time_since_last_flush,estimated_rtt,scenario_id,policy,resolved_batch_bytes,resolved_flush_interval_ms,latency_mean_ms,latency_p95_ms,throughput_mbps,goodput_bytes,flush_count,syscall_count,mean_batch_size_bytes,mean_queue_size_bytes,max_queue_size_bytes,mean_elapsed_time_since_last_flush_ms,staleness_penalty,batch_bytes,flush_interval_ms,throughput_mbps_score,latency_p95_ms_score,syscall_count_score,staleness_penalty_score,objective_score
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,8192,0.0,7.909599999999989,7.909600000000012,162.28301805577252,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,8192,0.0,0.9153657748185338,0.9280160309329295,0.0,0.5,0.7390543823367796
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,8192,2.0,8.451799999999988,8.626800000000003,162.21099920863088,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,2.0,0.9005430703570939,0.9027136869734587,0.8888888888888888,0.5,0.8591747594244268
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,8192,5.0,8.451799999999988,8.626800000000003,162.21099920863088,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,5.0,0.9005430703570939,0.9027136869734587,0.8888888888888888,0.5,0.8591747594244268
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,8192,10.0,8.451799999999988,8.626800000000003,162.21099920863088,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,10.0,0.9005430703570939,0.9027136869734587,0.8888888888888888,0.5,0.8591747594244268
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,8192,20.0,8.451799999999988,8.626800000000003,162.21099920863088,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,20.0,0.9005430703570939,0.9027136869734587,0.8888888888888888,0.5,0.8591747594244268
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,8192,50.0,8.451799999999988,8.626800000000003,162.21099920863088,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,50.0,0.9005430703570939,0.9027136869734587,0.8888888888888888,0.5,0.8591747594244268
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,32768,0.0,7.909599999999989,7.909600000000012,162.28301805577252,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,32768,0.0,0.9153657748185338,0.9280160309329295,0.0,0.5,0.7390543823367796
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,32768,2.0,18.882200000000005,19.6072,160.30644824553312,16777216.0,512,512,32768.0,16896.0,32768.0,0.7749999999999999,0.0,32768,2.0,0.508554067780734,0.515332401958711,0.9841269841269842,0.5,0.5803902652901936
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,32768,5.0,18.882200000000005,19.6072,160.30644824553312,16777216.0,512,512,32768.0,16896.0,32768.0,0.7749999999999999,0.0,32768,5.0,0.508554067780734,0.515332401958711,0.9841269841269842,0.5,0.5803902652901936
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,32768,10.0,18.882200000000005,19.6072,160.30644824553312,16777216.0,512,512,32768.0,16896.0,32768.0,0.7749999999999999,0.0,32768,10.0,0.508554067780734,0.515332401958711,0.9841269841269842,0.5,0.5803902652901936
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,32768,20.0,18.882200000000005,19.6072,160.30644824553312,16777216.0,512,512,32768.0,16896.0,32768.0,0.7749999999999999,0.0,32768,20.0,0.508554067780734,0.515332401958711,0.9841269841269842,0.5,0.5803902652901936
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,32768,50.0,18.882200000000005,19.6072,160.30644824553312,16777216.0,512,512,32768.0,16896.0,32768.0,0.7749999999999999,0.0,32768,50.0,0.508554067780734,0.515332401958711,0.9841269841269842,0.5,0.5803902652901936
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,65536,0.0,7.909599999999989,7.909600000000012,162.28301805577252,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,65536,0.0,0.9153657748185338,0.9280160309329295,0.0,0.5,0.7390543823367796
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,65536,2.0,22.39998593749999,23.28400000000002,160.77244911062172,16777216.0,410,410,40920.039024390244,20980.0,40960.0,0.9744140625000228,0.0,65536,2.0,0.6044649768848375,0.38561731792331766,0.9904513888888888,0.5,0.6081469092046575
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,65536,5.0,32.789399999999986,34.21440000000001,157.8355443854423,16777216.0,256,256,65536.0,33280.0,65536.0,1.575,0.0,65536,5.0,0.0,0.0,1.0,0.5,0.2
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,65536,10.0,32.789399999999986,34.21440000000001,157.8355443854423,16777216.0,256,256,65536.0,33280.0,65536.0,1.575,0.0,65536,10.0,0.0,0.0,1.0,0.5,0.2
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,65536,20.0,32.789399999999986,34.21440000000001,157.8355443854423,16777216.0,256,256,65536.0,33280.0,65536.0,1.575,0.0,65536,20.0,0.0,0.0,1.0,0.5,0.2
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,65536,50.0,32.789399999999986,34.21440000000001,157.8355443854423,16777216.0,256,256,65536.0,33280.0,65536.0,1.575,0.0,65536,50.0,0.0,0.0,1.0,0.5,0.2
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,512,0.0,7.909599999999989,7.909600000000012,162.28301805577252,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,512,0.0,0.9153657748185338,0.9280160309329295,0.0,0.5,0.7390543823367796
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,512,2.0,7.909599999999989,7.909600000000012,162.28301805577252,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,512,2.0,0.9153657748185338,0.9280160309329295,0.0,0.5,0.7390543823367796
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,512,5.0,7.909599999999989,7.909600000000012,162.28301805577252,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,512,5.0,0.9153657748185338,0.9280160309329295,0.0,0.5,0.7390543823367796
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,512,10.0,7.909599999999989,7.909600000000012,162.28301805577252,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,512,10.0,0.9153657748185338,0.9280160309329295,0.0,0.5,0.7390543823367796
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,512,20.0,7.909599999999989,7.909600000000012,162.28301805577252,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,512,20.0,0.9153657748185338,0.9280160309329295,0.0,0.5,0.7390543823367796
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,512,50.0,7.909599999999989,7.909600000000012,162.28301805577252,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,512,50.0,0.9153657748185338,0.9280160309329295,0.0,0.5,0.7390543823367796
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,2048,0.0,7.909599999999989,7.909600000000012,162.28301805577252,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,2048,0.0,0.9153657748185338,0.9280160309329295,0.0,0.5,0.7390543823367796
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,2048,2.0,5.844200000000015,5.869200000000092,162.69422906940036,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,2.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,2048,5.0,5.844200000000015,5.869200000000092,162.69422906940036,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,5.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,2048,10.0,5.844200000000015,5.869200000000092,162.69422906940036,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,10.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,2048,20.0,5.844200000000015,5.869200000000092,162.69422906940036,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,20.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,2048,50.0,5.844200000000015,5.869200000000092,162.69422906940036,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,50.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,8192,0.0,7.909599999999989,7.909600000000012,162.28301805577252,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,8192,0.0,0.9153657748185338,0.9280160309329295,0.0,0.5,0.7390543823367796
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,8192,2.0,8.451799999999988,8.626800000000003,162.21099920863088,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,2.0,0.9005430703570939,0.9027136869734587,0.8888888888888888,0.5,0.8591747594244268
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,8192,5.0,8.451799999999988,8.626800000000003,162.21099920863088,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,5.0,0.9005430703570939,0.9027136869734587,0.8888888888888888,0.5,0.8591747594244268
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,8192,10.0,8.451799999999988,8.626800000000003,162.21099920863088,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,10.0,0.9005430703570939,0.9027136869734587,0.8888888888888888,0.5,0.8591747594244268
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,8192,20.0,8.451799999999988,8.626800000000003,162.21099920863088,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,20.0,0.9005430703570939,0.9027136869734587,0.8888888888888888,0.5,0.8591747594244268
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,8192,50.0,8.451799999999988,8.626800000000003,162.21099920863088,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,50.0,0.9005430703570939,0.9027136869734587,0.8888888888888888,0.5,0.8591747594244268
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,32768,0.0,7.909599999999989,7.909600000000012,162.28301805577252,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,32768,0.0,0.9153657748185338,0.9280160309329295,0.0,0.5,0.7390543823367796
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,32768,2.0,18.882200000000005,19.6072,160.30644824553312,16777216.0,512,512,32768.0,16896.0,32768.0,0.7749999999999999,0.0,32768,2.0,0.508554067780734,0.515332401958711,0.9841269841269842,0.5,0.5803902652901936
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,32768,5.0,18.882200000000005,19.6072,160.30644824553312,16777216.0,512,512,32768.0,16896.0,32768.0,0.7749999999999999,0.0,32768,5.0,0.508554067780734,0.515332401958711,0.9841269841269842,0.5,0.5803902652901936
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,32768,10.0,18.882200000000005,19.6072,160.30644824553312,16777216.0,512,512,32768.0,16896.0,32768.0,0.7749999999999999,0.0,32768,10.0,0.508554067780734,0.515332401958711,0.9841269841269842,0.5,0.5803902652901936
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,32768,20.0,18.882200000000005,19.6072,160.30644824553312,16777216.0,512,512,32768.0,16896.0,32768.0,0.7749999999999999,0.0,32768,20.0,0.508554067780734,0.515332401958711,0.9841269841269842,0.5,0.5803902652901936
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,32768,50.0,18.882200000000005,19.6072,160.30644824553312,16777216.0,512,512,32768.0,16896.0,32768.0,0.7749999999999999,0.0,32768,50.0,0.508554067780734,0.515332401958711,0.9841269841269842,0.5,0.5803902652901936
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,65536,0.0,7.909599999999989,7.909600000000012,162.28301805577252,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,65536,0.0,0.9153657748185338,0.9280160309329295,0.0,0.5,0.7390543823367796
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,65536,2.0,22.39998593749999,23.28400000000002,160.77244911062172,16777216.0,410,410,40920.039024390244,20980.0,40960.0,0.9744140625000228,0.0,65536,2.0,0.6044649768848375,0.38561731792331766,0.9904513888888888,0.5,0.6081469092046575
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,65536,5.0,32.789399999999986,34.21440000000001,157.8355443854423,16777216.0,256,256,65536.0,33280.0,65536.0,1.575,0.0,65536,5.0,0.0,0.0,1.0,0.5,0.2
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,65536,10.0,32.789399999999986,34.21440000000001,157.8355443854423,16777216.0,256,256,65536.0,33280.0,65536.0,1.575,0.0,65536,10.0,0.0,0.0,1.0,0.5,0.2
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,65536,20.0,32.789399999999986,34.21440000000001,157.8355443854423,16777216.0,256,256,65536.0,33280.0,65536.0,1.575,0.0,65536,20.0,0.0,0.0,1.0,0.5,0.2
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,65536,50.0,32.789399999999986,34.21440000000001,157.8355443854423,16777216.0,256,256,65536.0,33280.0,65536.0,1.575,0.0,65536,50.0,0.0,0.0,1.0,0.5,0.2
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,512,0.0,36.63840000000001,36.63840000000005,156.83518028522002,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,512,0.0,0.9087188602205928,0.9204865934250958,0.0,0.5,0.7338926918063453
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,512,2.0,36.63840000000001,36.63840000000005,156.83518028522002,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,512,2.0,0.9087188602205928,0.9204865934250958,0.0,0.5,0.7338926918063453
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,512,5.0,36.63840000000001,36.63840000000005,156.83518028522002,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,512,5.0,0.9087188602205928,0.9204865934250958,0.0,0.5,0.7338926918063453
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,512,10.0,36.63840000000001,36.63840000000005,156.83518028522002,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,512,10.0,0.9087188602205928,0.9204865934250958,0.0,0.5,0.7338926918063453
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,512,20.0,36.63840000000001,36.63840000000005,156.83518028522002,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,512,20.0,0.9087188602205928,0.9204865934250958,0.0,0.5,0.7338926918063453
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,512,50.0,36.63840000000001,36.63840000000005,156.83518028522002,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,512,50.0,0.9087188602205928,0.9204865934250958,0.0,0.5,0.7338926918063453
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,2048,0.0,36.63840000000001,36.63840000000005,156.83518028522002,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,2048,0.0,0.9087188602205928,0.9204865934250958,0.0,0.5,0.7338926918063453
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,2048,2.0,28.301799999999986,28.32680000000005,158.38268036838105,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,2.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,2048,5.0,28.301799999999986,28.32680000000005,158.38268036838105,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,5.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,2048,10.0,28.301799999999986,28.32680000000005,158.38268036838105,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,10.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,2048,20.0,28.301799999999986,28.32680000000005,158.38268036838105,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,20.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,2048,50.0,28.301799999999986,28.32680000000005,158.38268036838105,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,50.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,8192,0.0,36.63840000000001,36.63840000000005,156.83518028522002,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,8192,0.0,0.9087188602205928,0.9204865934250958,0.0,0.5,0.7338926918063453
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,8192,2.0,38.2822,38.4572,156.56646336712012,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,2.0,0.8928682720176738,0.903086937055873,0.8888888888888888,0.5,0.8550282703542287
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,8192,5.0,38.2822,38.4572,156.56646336712012,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,5.0,0.8928682720176738,0.903086937055873,0.8888888888888888,0.5,0.8550282703542287
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,8192,10.0,38.2822,38.4572,156.56646336712012,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,10.0,0.8928682720176738,0.903086937055873,0.8888888888888888,0.5,0.8550282703542287
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,8192,20.0,38.2822,38.4572,156.56646336712012,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,20.0,0.8928682720176738,0.903086937055873,0.8888888888888888,0.5,0.8550282703542287
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,8192,50.0,38.2822,38.4572,156.56646336712012,16777216.0,2048,2048,8192.0,4608.0,8192.0,0.17499999999999993,0.0,8192,50.0,0.8928682720176738,0.903086937055873,0.8888888888888888,0.5,0.8550282703542287
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,32768,0.0,36.63840000000001,36.63840000000005,156.83518028522002,16777216.0,16384,16384,1024.0,1024.0,1024.0,0.0,0.0,32768,0.0,0.9087188602205928,0.9204865934250958,0.0,0.5,0.7338926918063453
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,32768,2.0,78.20380000000002,78.92880000000001,149.6998679870637,16777216.0,512,512,32768.0,16896.0,32768.0,0.7749999999999999,0.0,32768,2.0,0.48783394632301,0.5159130131980243,0.9841269841269842,0.5,0.5691103207363081
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,32768,5.0,78.20380000000002,78.92880000000001,149.6998679870637,16777216.0,512,512,32768.0,16896.0,32768.0,0.7749999999999999,0.0,32768,5.0,0.48783394632301,0.5159130131980243,0.9841269841269842,0.5,0.5691103207363081
